Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDY12,OUT035,1037.1975987672758
FDU15,OUT035,832.8861027644898
FDQ19,OUT046,3921.1366202739764
DRF15,OUT045,2333.5800937635427
DRE25,OUT019,-428.6657517965814
FDK57,OUT018,1654.7050106784568
FDD33,OUT010,1781.891539150471
FDR34,OUT027,5141.2688483788315
FDU04,OUT045,1867.076151874877
FDE35,OUT019,-868.95351813347
NCD31,OUT035,2715.527218644639
FDJ56,OUT035,1708.6373094579517
NCU53,OUT046,2588.7453073595652
FDD39,OUT035,3510.2226164725375
NCU17,OUT019,-265.97137141904705
FDJ20,OUT046,2025.543461942866
NCW41,OUT018,2251.9908779498865
FDL52,OUT035,820.2568265332354
FDS39,OUT035,2445.1100760881654
DRJ47,OUT045,2650.087966312234
FDP13,OUT010,-1226.3370304600567
DRK39,OUT010,-705.8153554833352
FDF28,OUT010,132.9940605567922
FDB09,OUT045,1973.0150799405174
FDM51,OUT046,1663.7788132115525
DRM49,OUT018,526.7609933784004
DRF23,OUT013,2818.6806840659146
DRH01,OUT035,2882.0796576533303
FDH12,OUT027,3206.327143508473
FDA28,OUT019,129.35851843567298
FDW37,OUT018,1215.2359933791925
FDF02,OUT046,1648.6135188872088
DRL37,OUT046,694.9624496173469
NCF43,OUT046,2299.63222655068
FDH08,OUT010,1755.9529457617705
FDR34,OUT019,1771.3412026342246
NCK19,OUT049,3088.600176611588
NCD55,OUT018,444.151349369464
FDT27,OUT049,3863.2322432358415
FDQ57,OUT045,2258.646662638204
FDA47,OUT035,2768.338126809956
DRG15,OUT027,2464.402251349154
FDE05,OUT018,2122.8793535838504
FDN46,OUT046,1469.3073606362698
FDX27,OUT027,2958.5370739874875
FDT51,OUT045,1770.4374992320163
FDU33,OUT013,815.5528078873087
FDJ16,OUT027,2441.874546152083
FDD20,OUT019,115.52122309224569
FDT36,OUT049,650.6877648103825
DRF15,OUT027,3872.3055076623446
FDN52,OUT010,-489.6577610063446
FDC22,OUT027,4534.427936112605
FDX15,OUT045,2493.9631044298894
FDT13,OUT013,3052.9690643990043
FDU04,OUT017,2073.083041513195
FDU31,OUT019,1622.6860626887892
FDW59,OUT027,2892.2675495373514
NCO29,OUT046,2597.5825449182926
FDL15,OUT035,2611.0758265934896
FDI41,OUT049,2438.6423062687227
FDQ48,OUT049,1730.0152905176383
DRI39,OUT013,921.0630210199918
FDI08,OUT013,4116.948895588781
FDC21,OUT049,1938.8210632776445
FDF58,OUT035,1160.6358994029194
FDS08,OUT010,958.1755331689419
FDE47,OUT045,1898.2563405464753
NCP18,OUT019,504.5328828774648
NCR41,OUT013,1611.1931563905596
FDA27,OUT013,4083.0687662947726
FDA43,OUT035,3366.744556538153
FDA49,OUT045,1324.205515242086
NCE55,OUT018,2575.271758164682
DRM49,OUT027,2259.5453253753967
FDF22,OUT027,4871.550972384593
FDQ15,OUT018,1117.8379577517312
NCS54,OUT017,2886.5379536917344
NCY05,OUT013,655.3567348265249
FDR45,OUT046,3770.9070225616106
FDK57,OUT049,2013.8590375467538
FDF41,OUT010,1986.0727482795646
FDV21,OUT046,1988.4463145642678
FDD51,OUT046,673.930152182367
FDF33,OUT046,1871.4014232309064
FDA38,OUT046,3723.894365372162
FDR56,OUT045,3105.960770540265
NCN41,OUT017,2057.1852773192622
FDC60,OUT027,2936.946532571187
FDB47,OUT045,3207.0374472043914
DRH01,OUT013,2840.561764341999
FDW08,OUT046,1696.2831367653453
FDF38,OUT027,2189.79410921369
FDY32,OUT017,2757.699881114573
FDG34,OUT049,1873.6373805165185
FDG47,OUT019,2236.645568750161
NCF18,OUT035,3125.569799623144
FDL39,OUT019,969.6792967199336
NCH55,OUT035,2132.7399874725274
DRJ35,OUT049,1055.317795117958
FDS44,OUT035,4001.049766111001
DRE01,OUT018,3485.4926440509244
FDY39,OUT013,3068.131085340183
FDY32,OUT018,2375.686524658024
FDR33,OUT027,3260.2516183469797
NCP50,OUT049,1384.4680416410988
FDZ47,OUT018,1385.1024531763633
FDU57,OUT049,2536.064833745071
FDY44,OUT013,3239.4884119819867
DRH59,OUT018,923.3236163524564
FDB03,OUT027,5266.306604164771
FDY46,OUT045,2877.3564195664358
FDM39,OUT045,2623.4177997760053
FDY36,OUT035,1376.2516403818802
NCM55,OUT035,3055.267123349484
FDJ50,OUT010,-1034.769990317428
DRL60,OUT013,2470.049850205656
NCJ54,OUT049,3739.562157918206
FDX59,OUT017,717.2578816767536
FDI07,OUT013,3304.2490849617016
DRF51,OUT010,-1339.6269096822998
FDM14,OUT017,1905.2263130645497
FDP21,OUT045,2938.7638156630346
FDE40,OUT035,1158.541085326322
FDE05,OUT035,2528.620913098411
FDM13,OUT027,3674.0192530505087
FDC34,OUT027,3987.2231833689643
NCI55,OUT018,1702.489865341711
NCE43,OUT018,2410.148432564569
FDW58,OUT018,1474.4174821471502
FDG60,OUT045,3643.195457718075
FDV31,OUT017,2971.345257762662
FDR47,OUT013,3249.2289799200694
FDM60,OUT019,-1180.7065348315123
NCF06,OUT018,3833.0323077721596
NCN26,OUT027,3338.579227220918
FDQ59,OUT049,1527.5316040396647
FDF09,OUT046,650.168181605148
NCS06,OUT017,4299.533218890749
FDT44,OUT046,1906.8954220646601
FDI19,OUT017,4031.569718485341
FDT22,OUT017,1084.9432483809776
NCF54,OUT027,4173.557020817963
DRG25,OUT045,2877.9428721721606
FDB59,OUT017,3254.1717259496036
FDQ37,OUT017,3278.2400358981986
FDP56,OUT035,989.6697613567237
FDW44,OUT035,2970.681206446237
FDJ26,OUT010,1528.5655224350353
FDU43,OUT018,3607.0699138392365
FDW33,OUT045,1585.9487817291738
NCX53,OUT027,3760.5362257880543
FDN56,OUT010,482.01789675069085
DRF15,OUT049,2474.3143629396754
FDO33,OUT017,1942.7561780245765
FDZ39,OUT010,-175.75694653907976
NCJ19,OUT017,1002.3311691648644
FDU01,OUT035,3138.2740785268425
FDT12,OUT035,3749.020567300844
NCM18,OUT018,738.08517893975
FDP19,OUT017,2214.443545329406
NCR42,OUT049,619.6450150054477
FDN10,OUT046,1869.6757735273152
FDG44,OUT017,1066.022241013499
FDQ10,OUT046,2701.6664230420483
DRH13,OUT049,1785.73284149256
FDT52,OUT013,3979.690943045865
FDM56,OUT045,1739.8464514417417
NCO43,OUT010,-305.81436147371596
NCV29,OUT035,2960.652611285284
NCF06,OUT013,4159.595073760651
FDO50,OUT035,1625.8575960981184
FDT59,OUT013,3730.2674710760493
FDX40,OUT027,2177.965761931651
FDE50,OUT017,3141.164232641598
FDX51,OUT017,3333.3488885305114
NCD30,OUT018,1318.97856565844
FDK15,OUT013,1705.5010672594344
FDL12,OUT045,950.2409714393566
FDK46,OUT017,4225.581516589515
DRH49,OUT010,-615.804531214194
FDQ57,OUT046,2317.585880916565
FDY59,OUT017,1645.0905172967791
FDO09,OUT018,3918.014280214047
NCG30,OUT035,2125.74133783551
FDM09,OUT017,2831.635870102862
NCN17,OUT027,3092.0026887910753
NCS42,OUT013,1479.3958968304794
FDD02,OUT019,-16.1132507150287
FDE34,OUT013,2941.739911165985
FDU38,OUT045,2931.5967769632534
FDB33,OUT046,2542.762164977553
NCJ29,OUT017,1515.7237287573064
FDZ27,OUT035,905.4794256530085
FDI40,OUT013,1686.7817122434044
FDG22,OUT013,719.9411203249481
FDT51,OUT017,1982.7148168083368
FDF20,OUT018,2967.280079788573
FDV50,OUT035,2046.1474246252806
FDT02,OUT049,656.1253019932399
DRC49,OUT017,2430.0180134475277
FDF26,OUT049,2562.722545623664
FDV52,OUT035,2087.6815332611154
FDX59,OUT049,700.6382912504866
FDV25,OUT035,3684.4701821813114
FDW23,OUT027,2132.26275003322
FDE53,OUT018,1493.1561720688856
FDA19,OUT017,2255.9736460968543
FDH22,OUT046,1972.5568496596652
NCO41,OUT013,1625.8455258773338
FDX12,OUT017,3998.518799882201
FDF17,OUT013,3191.0359153834256
FDS11,OUT045,3502.434903020597
FDR51,OUT035,2592.3718710205003
FDT49,OUT010,-232.63317448939506
FDC56,OUT013,2024.8713901407607
FDR13,OUT027,3402.3569176584406
FDQ60,OUT035,2112.140756700334
FDN38,OUT049,4072.193148647167
NCL29,OUT013,2551.5928680145753
FDO13,OUT027,4163.58996963237
FDE26,OUT018,2064.3293114245225
FDA31,OUT010,860.1661225536654
FDX14,OUT035,1320.255044143835
FDA34,OUT045,2703.15926787408
FDF26,OUT013,2553.6956902729016
FDE38,OUT045,2586.4283227876294
DRI11,OUT046,1769.5323039906855
FDQ60,OUT027,3417.1300464495057
FDL21,OUT027,2173.911727712295
DRC12,OUT027,4534.556930994981
FDC47,OUT046,3570.9836375063114
FDE57,OUT045,2206.5583256635473
FDT14,OUT045,1826.1521799851052
NCZ53,OUT046,2983.2501766054684
FDE28,OUT018,3432.005233906437
FDR19,OUT035,2514.10487103583
NCF54,OUT019,832.4143471064938
FDZ08,OUT046,1366.5951120087345
NCJ05,OUT018,2204.146831655841
FDF59,OUT046,2016.1910729999502
NCO05,OUT035,1748.9894306170897
FDW24,OUT018,590.4792326419972
NCX42,OUT018,2387.1161172045377
NCA53,OUT035,860.7322777223376
FDI45,OUT019,965.1778999239062
FDG46,OUT046,1820.7082370653598
FDM20,OUT010,1985.9350909882855
FDW11,OUT010,-896.5916787327383
FDX08,OUT035,3051.0706069113894
NCK17,OUT035,811.4567034512052
FDK32,OUT018,2262.588681796236
NCA42,OUT035,2663.331593688579
DRI01,OUT035,2866.1008011616896
NCL55,OUT049,4028.3603923541846
DRE25,OUT018,1274.2258978778355
FDD14,OUT017,3032.8966838559277
FDB10,OUT046,3700.7537924587514
DRN11,OUT035,2408.249034264457
FDP38,OUT018,615.7352550705998
NCA30,OUT017,3079.3848100442347
FDT15,OUT017,2997.5618282552114
NCP55,OUT018,684.3995074493489
FDF12,OUT035,2520.3316763699145
FDM21,OUT018,3804.8032333027086
FDX56,OUT035,3494.8824799582176
FDF10,OUT017,2453.2100937743157
FDT32,OUT045,3012.8231737675633
FDM51,OUT018,1466.435322918835
NCR50,OUT018,2197.6127202175576
FDI19,OUT049,3964.759921915876
FDX21,OUT017,1843.223729273888
FDR31,OUT035,2553.073247179146
FDY02,OUT013,4185.605171220621
NCA29,OUT045,2613.906661850287
NCX17,OUT046,3624.1790087395657
FDM12,OUT045,2983.8904029689756
FDI53,OUT027,4058.575856292705
NCU30,OUT049,2682.9047532995237
FDC56,OUT027,3458.166283905718
FDK27,OUT018,1775.205367074072
NCK18,OUT017,2754.858292419097
FDB52,OUT019,2138.9406275605957
DRG25,OUT027,4479.874393269589
FDZ13,OUT049,835.0571051113
FDB57,OUT019,1737.9238867086299
FDR40,OUT046,1356.607387575586
NCO14,OUT019,-1185.9934554641882
NCN19,OUT045,2938.8830947785746
FDQ28,OUT019,599.6273441395515
FDO13,OUT018,2455.4498225981993
FDK48,OUT013,1331.6943216344262
FDU07,OUT018,2241.072648403051
FDW20,OUT046,2008.620207196566
FDV12,OUT010,-293.84393119524975
FDH24,OUT013,2593.8185058591794
FDV59,OUT049,3535.3683949170972
FDK57,OUT045,1827.6355554101226
FDL16,OUT027,2214.2415586958928
NCQ17,OUT046,2431.079393992192
FDJ15,OUT018,2703.631467126005
FDX24,OUT049,1613.5144864793074
FDT47,OUT046,1596.9864101813862
FDT10,OUT049,1104.2359818712137
FDZ37,OUT018,1232.6037027676234
FDW43,OUT027,5213.097569424524
DRN36,OUT017,1661.3615040974616
FDJ14,OUT045,1272.0391837177856
FDA32,OUT013,3562.883418110422
FDJ38,OUT019,1169.1231859555937
FDQ57,OUT017,2467.9875672458234
NCQ41,OUT019,1172.7108055524898
FDG56,OUT049,1148.9122307189612
DRC13,OUT027,3504.7592770265237
FDV55,OUT035,2499.6784517161495
FDQ49,OUT045,2538.288719929899
FDE29,OUT010,-962.8088574225671
FDR03,OUT013,3409.072963389074
FDD45,OUT049,1643.9133791354707
FDN38,OUT010,2072.374495771482
FDT56,OUT046,1003.1446896157292
FDT48,OUT045,3196.965214280924
FDU03,OUT049,3026.688209454127
FDC56,OUT010,-62.242567246932595
NCO43,OUT027,3063.5709583627313
FDQ27,OUT017,1837.002845964592
FDR03,OUT046,3328.5150127394036
DRH23,OUT010,-1104.7095452929957
FDG22,OUT045,581.9613873328867
NCJ42,OUT013,1703.5699568143843
FDR24,OUT046,1481.0732890183474
FDW60,OUT035,3001.031425743334
FDJ08,OUT013,3121.0469477751767
DRL59,OUT018,588.9333493609013
FDG60,OUT010,1770.537862592104
FDW27,OUT017,2695.174665048108
FDX14,OUT018,963.1040365933474
FDC20,OUT013,1033.7178458910869
NCS29,OUT018,3919.5149281611557
FDJ56,OUT046,1621.2871450391037
FDB20,OUT019,-606.2298299451973
FDL28,OUT027,5141.907000991132
FDW01,OUT018,2190.6992125412603
FDL03,OUT046,3192.559828651494
FDX22,OUT049,3441.0300683821742
FDJ21,OUT035,2481.1616174811616
FDR31,OUT045,2361.0185708620998
FDG21,OUT035,2706.88726059535
FDS22,OUT027,2222.802514110697
FDK08,OUT035,1819.2988925583386
FDE17,OUT018,2211.994974818419
NCN30,OUT017,1643.788931647952
FDT50,OUT046,1529.612553113525
NCX42,OUT049,2674.08827816185
FDJ12,OUT035,3494.6738699814177
NCA18,OUT027,3334.594972229377
FDP23,OUT019,1570.7416573662715
FDX12,OUT013,3800.633892512672
FDN40,OUT018,2191.3187473952503
FDV48,OUT035,1453.9219270332426
NCY54,OUT013,2747.096741480901
FDL16,OUT010,-1198.6977563817345
FDR45,OUT018,3559.4452498799874
FDJ52,OUT046,2550.204126084869
DRG01,OUT017,1373.7038763670005
FDP52,OUT013,3755.9250427243196
FDU58,OUT017,3124.106930846803
FDL02,OUT045,1650.8787062953488
FDG28,OUT013,3965.389844505866
FDA19,OUT035,2256.171347892961
FDW46,OUT027,2587.9758294171547
NCD43,OUT049,1723.2569053352734
DRG39,OUT013,871.0175526584705
NCF55,OUT049,662.582909517673
FDJ07,OUT046,1839.8642645853972
FDE08,OUT046,2345.6443584624017
FDP56,OUT019,-1034.7652312229143
FDT45,OUT045,781.263228364088
FDF17,OUT018,2861.316988200774
FDX44,OUT046,1445.7256017006337
FDM28,OUT027,4343.079488012165
FDI36,OUT049,3275.1413148490774
FDS07,OUT045,1806.0961261983953
FDD36,OUT045,1818.1879379921388
FDW11,OUT046,988.1266981699307
FDN40,OUT049,2544.2016537555346
NCQ18,OUT049,1616.524346919491
NCQ54,OUT017,2753.116834597047
NCS42,OUT045,1361.792105266575
DRH39,OUT010,-751.841647941877
FDC09,OUT027,3239.7653351927893
FDT08,OUT010,530.6457452158522
FDC08,OUT035,3811.603432571378
FDT20,OUT017,802.1192112663023
FDS35,OUT035,1201.822331536718
FDX58,OUT018,2650.620573944032
FDW58,OUT046,1676.2061026368722
DRD27,OUT046,1539.7817978825858
FDH32,OUT019,-291.405941325374
FDS26,OUT035,4254.933269869813
FDQ31,OUT046,1468.5018313639746
FDP11,OUT018,3261.084598752137
FDD58,OUT017,1715.4068786270084
FDM33,OUT045,3365.295992014995
FDZ16,OUT049,3211.1287494817134
NCS29,OUT010,2174.5507688443963
NCM18,OUT019,-962.1438091403529
FDP11,OUT049,3585.727592767117
NCC42,OUT017,2368.3012404260558
DRM23,OUT046,2676.870172029563
NCN55,OUT027,5258.075133934261
FDK46,OUT013,4140.335502144639
FDR01,OUT046,3187.164120500317
NCA05,OUT045,2301.7048118751927
NCP43,OUT017,2942.6545125067105
FDR12,OUT010,839.7449433072823
FDQ01,OUT013,4149.651456699294
FDM13,OUT046,2146.4792998359885
FDQ19,OUT017,4069.7719731847296
FDK56,OUT019,1079.3567031961966
NCX06,OUT010,886.7761328609231
FDO56,OUT027,3474.097183403781
FDU45,OUT045,1752.6834419042948
FDI16,OUT019,-993.503857488894
FDL32,OUT046,1863.5949152444646
FDA07,OUT046,2046.306829933214
FDA14,OUT045,2219.6029785639194
FDV46,OUT027,3713.8249104130764
NCO07,OUT035,3515.445756733225
NCP41,OUT046,1668.5616904579197
FDY60,OUT018,2077.1225308145085
FDN38,OUT017,4007.692504847601
FDO15,OUT046,1272.0309374874332
FDT60,OUT013,2024.3787067015523
FDA55,OUT035,3788.705106062015
FDE02,OUT010,-403.97297592349287
DRJ39,OUT049,3550.881331880414
FDV34,OUT035,1389.9089931838903
FDS20,OUT027,4388.552062615394
FDF02,OUT027,3140.278652294158
FDW40,OUT017,2438.868226366964
NCB43,OUT046,2908.981622319193
FDR58,OUT017,1583.5791823423278
DRJ59,OUT035,784.7613290837253
NCD30,OUT017,1690.041059774962
FDE14,OUT017,1752.6667562502955
FDC28,OUT018,1493.8940505006517
FDU16,OUT018,1153.7514288642883
NCD19,OUT035,1042.0162970121405
FDU21,OUT046,602.7539143808804
FDV59,OUT027,4952.076816971109
FDU03,OUT045,2894.1595399220064
FDC33,OUT010,1332.4583266069822
NCR42,OUT035,707.0354034158374
DRH59,OUT035,1330.6530075489454
NCM31,OUT035,2504.387169431466
FDS50,OUT035,3627.6076818740494
FDP39,OUT046,873.7797111537529
FDQ55,OUT013,2024.0868998066883
FDV36,OUT019,106.76842793443643
FDI05,OUT027,2749.404938172668
FDS45,OUT027,3235.227407720926
FDA39,OUT045,609.6698584551
FDC37,OUT010,-171.90239372293945
FDJ60,OUT027,4176.712212474017
DRQ35,OUT046,1911.399898374807
NCJ06,OUT046,1870.9505458584385
NCY42,OUT018,2048.18966227662
DRM37,OUT049,3212.5551890641527
FDR14,OUT045,708.1255724070572
FDE51,OUT049,806.4939513534434
FDT33,OUT017,2809.54155861388
FDR08,OUT013,1917.3228853253731
FDE36,OUT010,723.3242900883467
FDL22,OUT019,-454.53193051471044
FDR44,OUT013,2243.2658258034985
FDI56,OUT019,-424.1717782407409
FDE47,OUT010,111.40538309248541
FDV27,OUT010,-403.2617320078839
FDV10,OUT049,806.1970078458983
FDC40,OUT045,1177.4476632107778
NCX41,OUT013,3395.9861596171877
NCQ38,OUT027,3159.259516235923
FDV12,OUT027,3143.6992296951225
FDE52,OUT017,1546.0361223499372
FDG20,OUT027,4370.0986733540285
FDV16,OUT027,2087.642127310925
FDI32,OUT017,1985.0569005916022
FDJ32,OUT049,1154.0082375872737
FDN39,OUT018,2531.5471141269154
FDY34,OUT017,2823.1641379611297
FDC14,OUT035,883.0945897787517
FDA55,OUT017,3774.389368361252
FDZ50,OUT010,955.3869245577907
DRG13,OUT049,2717.227612065697
FDP01,OUT013,2603.904838092194
NCG54,OUT017,2839.8426829456353
FDM13,OUT045,2098.506797435705
NCO18,OUT027,4301.835662873677
NCW41,OUT013,2544.043468269463
FDM52,OUT027,3848.3062750432573
NCF55,OUT035,712.3251491185176
FDT09,OUT046,2111.9151342465725
NCM19,OUT035,1905.7225525987549
FDW12,OUT018,2161.411340278826
FDP15,OUT019,2182.4410087120846
FDK36,OUT045,734.0984812281881
FDZ25,OUT035,2932.4396200824276
NCW06,OUT049,3129.821170823027
FDW60,OUT046,2871.0614746214965
DRC49,OUT013,2374.5885789902577
NCT17,OUT035,3147.4166435599045
NCN06,OUT018,2344.893260039497
FDC45,OUT013,2812.3683631753393
DRJ47,OUT019,791.5990167962975
NCF06,OUT045,3991.8252161156693
FDE21,OUT010,10.748587704082183
DRG27,OUT013,686.3707476721263
FDW40,OUT049,2373.664778936676
NCO53,OUT046,2881.556660306526
FDE23,OUT049,868.6987828795538
FDQ16,OUT046,1720.4236717193915
FDS26,OUT045,3981.3030853542614
FDZ13,OUT010,-1109.7267892681384
FDS14,OUT049,2537.774813165468
FDC10,OUT045,1847.814756672077
FDY16,OUT049,3070.47228168482
FDJ20,OUT035,2232.370660188194
FDV43,OUT035,897.6385632181411
FDZ32,OUT027,3273.203106114506
FDR23,OUT046,2775.8481520006376
FDN24,OUT035,1011.7526328693368
FDE34,OUT027,4373.955118540047
FDU31,OUT013,3612.9681273780297
FDW33,OUT018,1466.339110446197
FDU26,OUT046,1853.037527274707
FDE20,OUT027,4279.282798035909
NCW05,OUT035,1813.9833614697882
FDB22,OUT018,2181.7360244322244
FDO56,OUT046,1928.0458824201282
FDA19,OUT027,3607.0494489524435
DRI39,OUT045,784.62388727488
FDH52,OUT018,780.4784158880123
FDZ50,OUT035,3042.6603110924934
NCN42,OUT035,2472.8420232275676
FDB53,OUT013,2412.661926337406
DRG11,OUT017,1839.130667394942
DRK11,OUT027,3920.722555791845
FDQ60,OUT017,2121.2983376649436
FDT36,OUT017,697.065304685826
DRG25,OUT018,2712.8765383692757
DRJ23,OUT046,2971.0572026621676
FDG05,OUT035,2696.961076031046
NCK06,OUT018,1681.6509779649884
FDU52,OUT017,2587.1694012539924
FDW07,OUT018,1249.3018146691024
NCM17,OUT045,643.7995281847036
FDA22,OUT045,2606.1909577901297
NCA41,OUT018,2833.74522902342
FDF38,OUT035,892.3894835578008
FDH52,OUT046,1029.5938683178017
FDY58,OUT019,1768.8766982957827
FDZ16,OUT045,3039.0148122259598
NCM18,OUT017,1098.1529550630037
FDA22,OUT018,2419.142792275968
NCJ43,OUT035,2928.4451531203085
FDI34,OUT027,5161.091853456673
FDG56,OUT046,1057.7186933921844
FDS34,OUT046,1851.764016843602
DRC01,OUT035,1017.9952564472371
FDQ04,OUT035,797.8833214640038
FDK04,OUT035,1094.6402546300214
FDT51,OUT049,1933.1283504408427
FDV26,OUT017,3232.0778334378087
FDS04,OUT049,2222.3187796277584
FDW43,OUT018,3467.9463990886934
FDQ28,OUT010,563.9504169664365
NCK06,OUT017,2046.4446757677767
FDS23,OUT018,1848.2233920402812
FDZ36,OUT019,1122.8222018126867
FDE56,OUT018,841.4914889211957
FDW10,OUT027,4266.846961353416
NCN14,OUT045,2842.9955273193546
NCQ18,OUT045,1455.3916754598317
FDW08,OUT017,1894.416808815946
FDU43,OUT035,3978.324454084167
FDR33,OUT010,-187.32555959384536
FDM24,OUT010,519.8929507940043
NCZ05,OUT046,1617.534010281952
NCV41,OUT035,1941.2995416061663
FDV11,OUT018,2580.7315998870545
NCY05,OUT035,750.2070665785502
FDV44,OUT018,2847.980050062666
FDW32,OUT049,1526.4502962360875
NCU18,OUT027,3736.168135130107
NCC43,OUT035,4111.8882612569105
FDW19,OUT013,1928.6908425950935
FDN31,OUT035,3237.5544978698035
FDI48,OUT045,796.0209372002521
FDS24,OUT017,1617.1136696485696
FDF46,OUT049,1933.9247182894765
DRG23,OUT017,2509.2053889371455
FDG14,OUT018,2217.8948410649846
NCY30,OUT049,2912.849668223977
FDO28,OUT018,1725.1834704764108
DRD24,OUT035,2422.028165885364
FDI33,OUT049,1529.4287620010316
FDN32,OUT046,2983.4184487762077
FDR16,OUT045,3326.417988986547
FDF26,OUT046,2479.364554279517
NCN29,OUT018,558.6925719301219
FDE20,OUT045,2697.4703187262166
FDA46,OUT046,3015.5664729206037
FDU28,OUT045,2933.299013701048
FDQ48,OUT045,1565.9987622638373
FDV36,OUT013,2125.7136135935284
FDR14,OUT018,563.3937425137799
FDP23,OUT017,3589.3601250231964
FDP56,OUT013,952.8514606937408
FDK48,OUT010,-674.9657722241218
FDR48,OUT046,2405.634374067829
NCY29,OUT049,1005.580932111892
FDM22,OUT018,663.3874880487149
DRJ01,OUT013,2641.425926334526
FDZ43,OUT045,3875.4437374845998
FDV03,OUT035,2643.0854258763584
FDX11,OUT027,4409.693439482756
NCA41,OUT027,4552.685092358993
FDE38,OUT017,2801.8211755657726
FDI27,OUT018,508.04997228766956
FDN32,OUT013,3029.51279659903
NCN43,OUT017,2059.5177013539433
FDB47,OUT027,4762.972257415448
FDV03,OUT017,2636.6108569380326
NCN30,OUT045,1399.8693948513796
NCV54,OUT010,-17.48403976545478
FDV07,OUT013,1878.1588679939273
FDP07,OUT049,3275.9997350016874
FDK48,OUT018,964.0327560992429
FDM15,OUT019,580.2738761809849
FDY19,OUT027,3420.402109488258
FDK46,OUT046,4081.6882539553467
FDY11,OUT045,1046.2004954459974
FDH09,OUT046,962.5359398039575
FDO08,OUT027,4206.163025922937
FDU14,OUT013,3987.264107602146
FDD22,OUT027,3278.895804219992
FDM27,OUT017,2686.484491982216
FDL02,OUT027,3231.026695206211
NCA17,OUT035,2491.3860062869408
FDE38,OUT019,736.4772730908171
NCG07,OUT049,3056.051223962568
DRC27,OUT013,3932.8397228532504
FDA27,OUT035,4184.195641558172
FDW40,OUT045,2212.534585264745
DRI11,OUT013,1879.9362198731517
FDN50,OUT046,1555.8653063415354
FDR12,OUT046,2752.2310886532705
FDT34,OUT027,3134.7994803357565
FDW11,OUT035,1169.8568501591003
NCO30,OUT027,4381.6902589676065
FDZ34,OUT017,3218.038449374289
FDU45,OUT017,1964.9451529516218
NCD42,OUT035,759.1607302813272
FDX25,OUT045,2734.89898785323
NCR29,OUT046,978.5213382707636
FDX43,OUT019,837.7953148119793
FDB04,OUT010,-533.8347821077227
FDR49,OUT027,2248.4800879640497
FDS39,OUT018,2066.039774026477
FDW58,OUT045,1612.8158966181345
FDG22,OUT019,-1382.5579673030588
FDG31,OUT017,1187.2779156895708
NCV53,OUT027,5285.680797489704
DRJ37,OUT035,2541.462344721666
FDV07,OUT035,1966.7380302559745
FDW52,OUT018,2441.570736725058
FDT15,OUT045,2930.702806575786
FDD02,OUT018,1673.941594040981
FDM16,OUT035,1381.6371646866062
NCE55,OUT046,2732.614604573772
FDB57,OUT018,3372.441509829505
FDQ04,OUT013,768.9116218384049
FDQ47,OUT019,-1307.2119380478957
FDY14,OUT019,2226.492003157261
DRK37,OUT017,3124.212430029529
FDO25,OUT017,3457.7248921724376
FDL57,OUT046,4119.41301551152
NCK29,OUT018,1709.9932802780863
FDK46,OUT027,5611.408558693681
NCB43,OUT010,985.2988457914588
DRE01,OUT027,5288.937816991958
FDC46,OUT018,2680.7123617387842
FDQ23,OUT045,1621.1090828394508
FDX38,OUT049,900.1239483499887
FDG60,OUT018,3511.0518618571296
FDW55,OUT017,4136.582279642529
FDP39,OUT013,918.3134411500589
FDB20,OUT018,1087.0458970724367
FDV21,OUT017,2106.998097758144
FDZ02,OUT013,1616.1108148198432
FDP19,OUT027,3662.8486320136785
FDA38,OUT035,3951.1090616407437
FDH22,OUT045,1848.995473429278
DRM11,OUT045,4027.627069754481
FDO12,OUT027,4598.493495040187
FDT14,OUT049,1991.9896206122244
FDW34,OUT010,1929.2563025026643
FDG04,OUT027,4483.585829361316
FDW59,OUT018,1158.4084010339216
FDR33,OUT018,1506.867118804357
FDP32,OUT013,2181.734281586387
FDL13,OUT027,5279.696153841799
FDD22,OUT013,1863.667457204944
FDV40,OUT027,2657.605964298519
NCD55,OUT046,570.6361496423835
FDQ20,OUT010,-1174.484240852058
FDD28,OUT045,865.7060556261431
FDC39,OUT045,3173.0727087670775
NCR17,OUT049,1958.0984866247554
DRO35,OUT018,1593.255473374039
FDF40,OUT049,4036.2361891985324
FDR31,OUT018,2156.729982888988
NCQ41,OUT017,3226.305167989545
FDP38,OUT046,743.7940520691975
NCU54,OUT027,4772.95954154302
FDG22,OUT018,374.5386657055235
DRK59,OUT013,3740.240243182525
FDC37,OUT046,1696.8246774748895
NCO42,OUT013,2364.3508237390206
NCT42,OUT017,2502.2879459216647
FDX27,OUT035,1657.6235058036596
FDV40,OUT018,967.302813169115
FDT45,OUT027,2457.288558198753
FDS47,OUT019,-568.1754771587366
FDR45,OUT035,3916.561958158769
FDB03,OUT045,3688.4238468958874
FDO49,OUT035,1116.0036996299827
FDU60,OUT027,4191.204181600131
FDB26,OUT018,667.7754749427143
FDB46,OUT017,3536.996266249964
FDQ37,OUT019,1257.3678745265966
FDN03,OUT017,4165.687843715321
NCX30,OUT045,3834.7315435099376
FDK32,OUT019,629.0519667803737
DRM47,OUT013,3082.5405161112594
NCO02,OUT046,1051.6703045197987
FDP04,OUT013,1112.952843191518
NCO43,OUT049,1695.0010434501064
